0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
3;3;3;3;3;3;0
8;8;8;8;8;8;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
1;1;1;1;1;1;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
1;1;1;1;1;1;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
8;8;8;8;8;8;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
1;1;1;1;1;1;0
8;8;8;8;8;8;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
1;1;1;1;1;1;0
8;8;8;8;8;8;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
1;1;1;1;1;1;0
8;8;8;8;8;8;0
7;7;7;7;7;7;0
9;9;9;9;9;9;0
3;3;3;3;3;3;0
0;0;0;0;0;0;0
1;1;1;1;1;1;0
9;9;9;9;9;9;0
2;2;2;2;2;2;0
1;1;1;1;1;1;0
1;1;1;1;1;1;0
1;1;1;1;1;1;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
1;1;1;1;1;1;0
0;0;0;0;0;0;0
24;24;24;24;24;24;0
1;1;1;1;1;1;0
3;3;3;3;3;3;0
9;9;9;9;9;9;0
1;1;1;1;1;1;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
2;2;2;2;2;2;0
0;0;0;0;0;0;0
1;1;1;1;1;1;0
13;13;13;13;13;13;0
8;8;8;8;8;8;0
5;5;5;5;5;5;0
5;5;5;5;5;5;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
1;1;1;1;1;1;0
0;0;0;0;0;0;0
1;1;1;1;1;1;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
4;4;4;4;4;4;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
4;4;4;4;4;4;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
4;4;4;4;4;4;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
4;4;4;4;4;4;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
15;15;15;15;15;15;0
1;1;1;1;1;1;0
5;5;5;5;5;5;0
46;46;46;46;46;46;0
1;1;1;1;1;1;0
10;10;10;10;10;10;0
3;3;3;3;3;3;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
1;1;1;1;1;1;0
3;3;3;3;3;3;0
0;0;0;0;0;0;0
1;1;1;1;1;1;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
2;2;2;2;2;2;0
1;1;1;1;1;1;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
3;3;3;3;3;3;0
5;5;5;5;5;5;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
1;1;1;1;1;1;0
0;0;0;0;0;0;0
1;1;1;1;1;1;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
1;1;1;1;1;1;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
1;1;1;1;1;1;0
3;3;3;3;3;3;0
4;4;4;4;4;4;0
6;6;6;6;6;6;0
2;2;2;2;2;2;0
10;10;10;10;10;10;0
1;1;1;1;1;1;0
7;7;7;7;7;7;0
7;7;7;7;7;7;0
7;7;7;7;7;7;0
3;3;3;3;3;3;0
15;15;15;15;15;15;0
12;12;12;12;12;12;0
2;2;2;2;2;2;0
2;2;2;2;2;2;0
8;8;8;8;8;8;0
12;12;12;12;12;12;0
7;7;7;7;7;7;0
1;1;1;1;1;1;0
22;22;22;22;22;22;0
22;22;22;22;22;22;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
7;7;7;7;7;7;0
5;5;5;5;5;5;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
2;2;2;2;2;2;0
1;1;1;1;1;1;0
0;0;0;0;0;0;0
38;38;38;38;38;38;0
9;9;9;9;9;9;0
6;6;6;6;6;6;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
1;1;1;1;1;1;0
1;1;1;1;1;1;0
2;2;2;2;2;2;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
1;1;1;1;1;1;0
5;5;5;5;5;5;0
4;4;4;4;4;4;0
0;0;0;0;0;0;0
1;1;1;1;1;1;0
2;2;2;2;2;2;0
1;1;1;1;1;1;0
1;1;1;1;1;1;0
0;0;0;0;0;0;0
4;4;4;4;4;4;0
7;7;7;7;7;7;0
1;1;1;1;1;1;0
0;0;0;0;0;0;0
2;2;2;2;2;2;0
1;1;1;1;1;1;0
0;0;0;0;0;0;0
1;1;1;1;1;1;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
1;1;1;1;1;1;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
1;1;1;1;1;1;0
1;1;1;1;1;1;0
1;1;1;1;1;1;0
1;1;1;1;1;1;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
12;12;12;12;12;12;0
7;7;7;7;7;7;0
3;3;3;3;3;3;0
3;3;3;3;3;3;0
3;3;3;3;3;3;0
3;3;3;3;3;3;0
4;4;4;4;4;4;0
5;5;5;5;5;5;0
3;3;3;3;3;3;0
7;7;7;7;7;7;0
2;2;2;2;2;2;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
6;6;6;6;6;6;0
2;2;2;2;2;2;0
2;2;2;2;2;2;0
1;1;1;1;1;1;0
4;4;4;4;4;4;0
2;2;2;2;2;2;0
4;4;4;4;4;4;0
3;3;3;3;3;3;0
2;2;2;2;2;2;0
2;2;2;2;2;2;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
19;19;19;19;19;19;0
0;0;0;0;0;0;0
5;5;5;5;5;5;0
1;1;1;1;1;1;0
5;5;5;5;5;5;0
11;11;11;11;11;11;0
11;11;11;11;11;11;0
4;4;4;4;4;4;0
0;0;0;0;0;0;0
6;6;6;6;6;6;0
3;3;3;3;3;3;0
5;5;5;5;5;5;0
5;5;5;5;5;5;0
5;5;5;5;5;5;0
4;4;4;4;4;4;0
4;4;4;4;4;4;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
1;1;1;1;1;1;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
1;1;1;1;1;1;0
1;1;1;1;1;1;0
1;1;1;1;1;1;0
1;1;1;1;1;1;0
1;1;1;1;1;1;0
1;1;1;1;1;1;0
1;1;1;1;1;1;0
1;1;1;1;1;1;0
1;1;1;1;1;1;0
1;1;1;1;1;1;0
1;1;1;1;1;1;0
1;1;1;1;1;1;0
1;1;1;1;1;1;0
1;1;1;1;1;1;0
1;1;1;1;1;1;0
1;1;1;1;1;1;0
1;1;1;1;1;1;0
1;1;1;1;1;1;0
1;1;1;1;1;1;0
1;1;1;1;1;1;0
1;1;1;1;1;1;0
1;1;1;1;1;1;0
1;1;1;1;1;1;0
1;1;1;1;1;1;0
1;1;1;1;1;1;0
1;1;1;1;1;1;0
1;1;1;1;1;1;0
1;1;1;1;1;1;0
1;1;1;1;1;1;0
1;1;1;1;1;1;0
1;1;1;1;1;1;0
1;1;1;1;1;1;0
1;1;1;1;1;1;0
1;1;1;1;1;1;0
1;1;1;1;1;1;0
1;1;1;1;1;1;0
1;1;1;1;1;1;0
1;1;1;1;1;1;0
1;1;1;1;1;1;0
1;1;1;1;1;1;0
1;1;1;1;1;1;0
1;1;1;1;1;1;0
1;1;1;1;1;1;0
1;1;1;1;1;1;0
1;1;1;1;1;1;0
1;1;1;1;1;1;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
1;1;1;1;1;1;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
12;12;12;12;12;12;0
7;7;7;7;7;7;0
3;3;3;3;3;3;0
3;3;3;3;3;3;0
3;3;3;3;3;3;0
3;3;3;3;3;3;0
4;4;4;4;4;4;0
5;5;5;5;5;5;0
3;3;3;3;3;3;0
7;7;7;7;7;7;0
2;2;2;2;2;2;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
6;6;6;6;6;6;0
2;2;2;2;2;2;0
2;2;2;2;2;2;0
1;1;1;1;1;1;0
4;4;4;4;4;4;0
2;2;2;2;2;2;0
4;4;4;4;4;4;0
3;3;3;3;3;3;0
2;2;2;2;2;2;0
2;2;2;2;2;2;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
19;19;19;19;19;19;0
0;0;0;0;0;0;0
5;5;5;5;5;5;0
1;1;1;1;1;1;0
5;5;5;5;5;5;0
11;11;11;11;11;11;0
11;11;11;11;11;11;0
4;4;4;4;4;4;0
0;0;0;0;0;0;0
6;6;6;6;6;6;0
3;3;3;3;3;3;0
5;5;5;5;5;5;0
5;5;5;5;5;5;0
5;5;5;5;5;5;0
4;4;4;4;4;4;0
4;4;4;4;4;4;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
1;1;1;1;1;1;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
1;1;1;1;1;1;0
1;1;1;1;1;1;0
1;1;1;1;1;1;0
1;1;1;1;1;1;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
1;1;1;1;1;1;0
2;2;2;2;2;2;0
2;2;2;2;2;2;0
2;2;2;2;2;2;0
2;2;2;2;2;2;0
2;2;2;2;2;2;0
2;2;2;2;2;2;0
2;2;2;2;2;2;0
2;2;2;2;2;2;0
2;2;2;2;2;2;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
2;2;2;2;2;2;0
2;2;2;2;2;2;0
2;2;2;2;2;2;0
2;2;2;2;2;2;0
2;2;2;2;2;2;0
2;2;2;2;2;2;0
2;2;2;2;2;2;0
2;2;2;2;2;2;0
2;2;2;2;2;2;0
2;2;2;2;2;2;0
2;2;2;2;2;2;0
2;2;2;2;2;2;0
2;2;2;2;2;2;0
2;2;2;2;2;2;0
2;2;2;2;2;2;0
2;2;2;2;2;2;0
2;2;2;2;2;2;0
2;2;2;2;2;2;0
2;2;2;2;2;2;0
2;2;2;2;2;2;0
2;2;2;2;2;2;0
2;2;2;2;2;2;0
2;2;2;2;2;2;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
2;2;2;2;2;2;0
2;2;2;2;2;2;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
1;1;1;1;1;1;0
1;1;1;1;1;1;0
3;3;3;3;3;3;0
1;1;1;1;1;1;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
1;1;1;1;1;1;0
1;1;1;1;1;1;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
1;1;1;1;1;1;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
1;1;1;1;1;1;0
1;1;1;1;1;1;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
1;1;1;1;1;1;0
1;1;1;1;1;1;0
1;1;1;1;1;1;0
1;1;1;1;1;1;0
1;1;1;1;1;1;0
1;1;1;1;1;1;0
1;1;1;1;1;1;0
1;1;1;1;1;1;0
1;1;1;1;1;1;0
1;1;1;1;1;1;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
1;1;1;1;1;1;0
0;0;0;0;0;0;0
1;1;1;1;1;1;0
0;0;0;0;0;0;0
1;1;1;1;1;1;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
